name,merchant_abn,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020
Enim Sit Amet Industries,25245001422,32181.829,32858.448,33448.632,35030.195,34308.98,2971.175,3049.247,3111.3,3170.213,3220.428,25386.722,25766.575,26618.968,27552.95,27489.73,175541284.547,181737399.565,188498454.9,199414757.408,201641178.829
Enim Suspendisse Aliquet Corp.,90404167929,34289.875,35358.349,35851.149,37001.683,36738.05,3033.318,3138.329,3209.241,3266.012,3303.21,27225.727,27912.695,28703.651,29741.411,29815.344,180345883.497,190312017.826,198818746.608,208420194.115,212096688.543
Enim Suspendisse Aliquet LLP,24471518053,35249.17,36232.688,36625.489,37754.891,37428.409,3087.147,3192.649,3263.287,3316.898,3351.93,27835.277,28490.184,29223.797,30285.957,30315.113,185223130.245,195146968.528,203394807.777,212845719.401,216237931.154
Erat Associates,34365441985,35440.883,36612.224,36035.364,36307.119,35670.995,2861.618,2963.827,3031.804,3082.654,3117.593,28069.991,28863.026,29355.419,30038.615,30105.621,162548025.04,172038816.622,176912023.427,183684505.344,185697039.981
Erat Eget Ipsum Company,98527912956,33798.943,34445.837,34339.987,35979.588,34408.374,2823.848,2920.098,2971.557,3014.191,3040.122,27016.279,27653.445,28174.837,29490.521,28907.763,164535771.52,172201343.319,177392816.966,186222016.155,185856274.489
Erat Eget Ipsum Industries,42940970845,32346.289,33292.957,33793.348,34475.61,34572.731,2972.991,3089.399,3168.871,3215.568,3257.022,26096.205,26671.065,27448.041,28245.716,28477.457,169341978.661,179043926.284,187160057.659,194834046.991,199017677.346
Erat Eget Ipsum PC,44454840859,34751.885,35786.37,36228.374,37312.329,36996.342,3089.742,3197.124,3268.935,3324.693,3359.141,27522.474,28183.354,28953.168,29989.145,30048.895,184341669.079,194422482.261,202947821.192,212285867.182,215751109.417
Erat Eget LLC,71982729179,36839.461,37756.451,38289.474,39278.309,38706.026,3234.423,3349.732,3422.756,3478.874,3514.022,29176.28,29814.309,30603.15,31713.079,31648.264,195937916.091,206667443.102,215556815.13,225373491.526,228298819.779
Erat Eget PC,35664226523,35030.636,36045.023,36443.613,37551.833,37289.219,3075.475,3186.391,3256.31,3309.391,3342.722,27673.947,28321.343,29069.29,30133.206,30214.003,186407388.579,196534589.241,204886908.634,214056985.309,217560072.677
Erat Eget Tincidunt Consulting,52441951858,34191.722,36007.425,35701.463,37813.567,36606.576,2788.501,2881.032,2939.903,2988.614,3016.921,26143.305,26811.604,27369.572,28853.665,28619.368,175140022.906,186883984.598,188613395.842,200666996.696,200556530.54
Erat Etiam Vestibulum Foundation,70885562894,33277.354,34283.594,34990.787,35624.072,35143.453,3144.773,3262.496,3351.847,3416.499,3448.523,26586.177,27283.827,28393.147,29267.168,29309.439,179332928.025,189329347.817,198821997.663,207330238.261,210341747.828
Erat Etiam Vestibulum LLP,56144254367,35040.106,36073.385,36528.44,37689.024,37319.959,3110.486,3217.454,3290.482,3346.385,3382.655,27706.411,28381.93,29117.273,30180.606,30199.448,186239410.688,196342048.403,204980672.168,214501208.017,218028325.753
Erat Etiam Vestibulum PC,88950371391,35357.719,36365.249,36923.691,37996.48,37689.28,3133.67,3240.358,3312.687,3368.537,3404.536,27906.943,28566.658,29373.251,30376.954,30430.493,189016687.963,199070182.373,208098296.422,217313466.807,221011323.174
Erat Foundation,17228439250,35362.482,36156.26,37376.346,38749.231,39946.89,4886.079,5151.033,5318.716,5447.071,5469.938,29592.764,29961.199,31297.975,32610.463,33458.865,321695855.053,350061224.325,372341839.669,396784067.47,411144353.265
Erat In Industries,93077671049,35234.482,36219.562,36612.686,37629.002,37113.043,3096.867,3207.548,3278.746,3334.303,3362.448,28128.716,28780.271,29572.342,30565.235,30532.72,183135339.413,193389076.531,201409843.117,210621924.279,213215532.863
Erat Inc.,53560474586,33371.071,34695.689,34928.014,36106.524,35471.244,2951.936,3056.818,3128.263,3184.478,3213.651,26807.172,27561.284,28218.451,29193.709,29134.526,171121996.362,181591138.688,189125836.604,198452426.899,200804055.019
Erat Institute,82428360644,34549.754,35570.524,35955.334,36829.577,36594.238,2926.553,3025.944,3093.266,3142.533,3176.718,27628.049,28266.456,29100.543,30012.39,30156.917,171120919.385,180795638.22,188206590.872,196259556.25,199394054.722
Erat LLC,76655671119,35587.981,36403.039,36889.003,38207.114,37724.506,3326.651,3434.221,3517.263,3587.224,3625.796,28264.001,28842.485,29594.851,30710.052,30792.796,196180316.851,205936523.884,215005608.658,226146257.541,229577245.154
Erat LLP,95276443363,34660.562,35814.01,36506.292,37492.94,37500.831,3056.732,3179.107,3254.475,3311.199,3345.146,27411.399,28013.88,28943.311,29769.769,29864.184,192253938.408,203204522.365,215029099.641,223861601.137,228792106.517
Erat Neque Inc.,70920423684,34933.292,35980.742,36360.166,37388.959,37006.601,3072.699,3177.442,3248.134,3302.191,3338.304,27602.801,28276.976,29046.028,30076.194,30111.936,184218656.111,194019218.228,202042648.265,211092517.702,214446526.129
Erat Nonummy Ultricies Incorporated,42822345560,33305.654,34619.478,35395.052,36716.09,36280.833,3206.732,3311.818,3387.572,3454.182,3491.457,26552.95,27469.154,28286.926,29376.789,29433.28,188649576.86,199291292.925,210166504.062,220108441.82,224383838.805
Erat PC,37759101222,38560.007,39522.724,38411.013,40116.897,38160.865,2719.339,2828.362,2904.766,2958.044,2977.174,29614.675,30624.897,30795.804,32364.92,31854.854,176690425.175,186780561.87,190741447.054,201035150.4,200537550.036
Erat Semper Limited,69696627033,34733.612,35746.251,36276.301,37267.592,37097.412,3052.682,3155.1,3223.581,3276.932,3313.236,27492.732,28169.116,28935.879,29967.905,30043.497,182802691.949,192407026.501,201216137.044,209928026.965,213774714.887
Erat Semper Ltd,32551640842,35065.573,36071.837,36456.027,37446.004,37156.558,3105.033,3213.68,3286.616,3341.327,3376.178,27752.362,28389.168,29098.471,30090.065,30178.355,184945533.484,194894434.857,203298240.007,212155760.002,215417899.399
Erat Semper Rutrum Corporation,75726900852,36951.056,37895.761,37991.48,39783.33,38151.812,3028.51,3134.838,3203.315,3257.09,3283.619,29149.776,29806.221,30466.871,31842.029,31503.14,183957616.704,194355595.341,202757785.102,213063453.565,213010395.122
Erat Vel Corp.,94449176518,31466.748,32402.471,32492.257,33354.395,33098.747,2548.183,2650.035,2721.485,2771.904,2807.198,25111.917,25672.399,26209.081,26987.175,26985.565,153725510.844,163501114.777,169899827.345,178094129.426,180534877.064
Erat Vitae LLP,24852446429,34723.41,35736.974,36185.496,37249.75,36973.981,3090.696,3197.595,3269.805,3325.371,3360.867,27539.674,28206.057,28967.803,29986.728,30055.338,183943567.05,193908997.306,202404586.464,211629892.391,215284709.938
Erat Vivamus Inc.,84709480584,36831.591,37705.537,37923.707,39367.992,39432.251,3355.815,3502.307,3578.547,3643.495,3698.176,29259.827,29857.985,30547.294,31594.606,31950.262,200814517.129,213146769.964,222479307.907,233829903.71,240442029.057
Erat Vivamus Limited,38367446372,35351.317,36864.015,37390.713,39090.022,38261.984,3060.798,3169.812,3231.127,3282.183,3309.1,28656.744,29626.331,30491.18,31729.702,31532.939,167278596.236,178662063.195,185103045.374,195382561.135,195757424.846
Erat Volutpat Corp.,68759076161,34500.149,35625.798,36108.21,37140.153,36917.32,3096.359,3200.202,3271.469,3327.746,3361.737,27421.756,28213.705,29019.751,29987.257,30126.186,182353279.089,192229583.686,200740077.992,209816633.019,213758980.79
Erat Volutpat Incorporated,58382897215,32577.602,33717.427,33959.141,35179.69,35823.694,2866.876,2988.341,3053.747,3105.509,3154.587,25644.742,26466.431,27177.195,28226.121,28532.072,167940575.257,178548130.057,185817352.239,195452693.67,202125221.429
Erat Volutpat Institute,73004400052,35778.202,36655.946,37774.56,38961.513,36894.655,3092.876,3198.921,3260.592,3313.641,3339.296,28212.341,28915.075,29990.318,30930.717,30020.498,193481004.235,204273177.616,215857856.402,225399980.917,224995408.44
Erat Volutpat Nulla PC,20527255332,34462.069,35434.239,35897.122,36984.043,36706.7,3064.952,3172.166,3243.052,3297.711,3333.94,27285.533,27917.286,28673.963,29682.61,29748.633,181916461.272,191978518.174,200499665.411,209725975.49,213362847.337
Eros Corporation,12578813079,36801.279,38067.537,38593.094,39999.944,39360.905,3580.227,3716.14,3814.827,3890.506,3947.279,29645.55,30390.384,31205.753,32273.077,32282.176,209266029.472,221800878.249,231655329.326,243647167.26,247303331.774
Eros Industries,83000061755,34824.681,35875.096,36322.388,37432.242,37213.86,3121.013,3227.757,3298.081,3352.111,3387.004,27582.563,28256.263,29011.828,30061.803,30147.49,187466098.26,197520136.749,206124029.424,215277763.939,219022837.218
Eros Institute,82298341051,34774.223,35736.818,36189.567,37158.183,36811.779,3053.545,3158.999,3230.182,3283.613,3319.997,27463.946,28098.059,28893.651,29873.796,29906.38,182332572.632,192280153.421,200590462.599,209177424.821,212638540.18
Eros LLP,74553285516,34685.952,35701.066,36173.882,37163.791,36916.307,3108.361,3219.655,3295.735,3353.084,3390.374,27646.402,28295.473,29075.434,30060.41,30148.161,181947871.041,192166956.225,200755983.531,209957045.278,213785391.938
Eros Limited,47086412084,34475.407,35489.43,35943.705,37000.434,36726.882,3067.607,3174.237,3245.572,3300.216,3335.274,27366.697,28025.537,28791.142,29795.008,29869.97,182160745.097,192150782.066,200600614.314,209723449.558,213232257.559
Eros Non LLP,44010826572,37219.267,38467.827,38236.155,39682.614,39687.091,3029.913,3143.384,3199.628,3241.133,3267.365,28780.441,29424.38,29947.814,30971.78,31242.335,193765467.935,205094871.951,210339843.299,220966831.037,222920645.211
Eros PC,88652114856,36810.322,37838.643,38657.605,40128.796,39675.449,3538.753,3658.851,3743.297,3804.692,3845.631,28720.101,29411.603,30337.803,31532.256,31519.225,218688697.34,230374653.905,241770317.786,253472371.629,257122592.061
Eros Proin Ultrices Ltd,66206584458,35643.23,36620.745,37066.432,38114.948,38016.543,3119.581,3221.707,3291.505,3343.036,3381.271,28100.22,28777.501,29569.746,30560.244,30684.524,185463052.633,194934717.044,203336283.906,212469012.205,217020392.973
Est Ac Facilisis Company,24992522061,37095.557,38279.912,38815.995,40767.355,40832.713,3217.879,3334.449,3384.592,3435.55,3453.408,29169.289,29924.927,30582.036,32101.254,32411.05,207259117.769,219611188.901,230399874.727,242535852.392,245728955.841
Est Ac Inc.,71029007948,32554.181,33543.312,33817.622,35027.87,34624.324,2829.062,2898.018,2946.835,2983.078,3007.379,25229.704,25791.538,26462.255,27507.706,27622.325,178219073.304,185986910.802,191831023.364,200236972.378,201663582.584
Est Ac Institute,78042516048,34280.036,35305.058,35770.479,36777.832,36633.083,3050.561,3154.211,3224.617,3278.76,3312.804,27158.604,27828.281,28609.352,29594.963,29738.752,180769982.676,190708616.193,199054834.628,207976436.655,211855277.824
Est Ac LLC,62464569593,35429.306,36473.035,36939.939,38024.682,37648.085,3141.038,3250.322,3322.035,3378.855,3414.373,28007.396,28655.956,29436.181,30473.554,30480.03,189419870.744,199817048.93,208406553.038,217986014.214,221322528.683
Est Ac Limited,26710073457,33147.064,34376.792,35490.153,36669.783,38088.145,3365.84,3477.028,3556.819,3646.754,3720.326,27412.494,28163.397,29807.385,30877.009,31612.923,171234933.854,181192052.668,191319106.401,202493414.77,211932657.362
Est Ac Ltd,59366832940,38485.207,39264.056,39651.524,41198.444,40483.926,3386.908,3489.554,3572.347,3629.989,3648.934,29756.098,30488.445,31362.684,32654.044,32516.566,207745885.322,217659090.481,227522036.54,239118423.661,240948568.408
Est Ac Mattis Ltd,65204103269,35014.814,35976.708,36473.643,37579.741,37316.734,3140.116,3249.236,3320.661,3377.865,3412.974,27741.776,28374.341,29181.869,30211.031,30271.129,186744131.747,196831282.959,205307268.954,214900831.701,218712298.031
Est Arcu Ac Incorporated,31562649946,35816.793,36984.513,37226.647,38403.334,37884.787,3195.991,3305.753,3383.278,3440.458,3478.5,28411.379,29185.893,29921.211,30977.652,30946.657,185479837.299,196024753.833,203798732.809,213326137.169,216303577.732
Est Associates,91016242612,33556.908,34478.819,34970.988,36009.493,35576.481,2970.861,3071.762,3140.402,3190.623,3223.139,26653.491,27283.685,28050.693,29058.345,29073.884,174304852.091,183610876.477,191776567.259,200280277.654,203094997.662
Est Congue Institute,24179472533,34037.932,34957.172,35632.408,36514.511,36289.255,2932.148,3034.49,3101.357,3154.815,3191.7,27062.678,27699.321,28564.175,29467.846,29521.487,172835930.292,182091280.264,190338795.551,198977200.685,202943594.343
Est Corp.,86340649164,35905.138,37350.364,37727.084,38968.467,38747.363,3294.988,3414.703,3492.241,3561.05,3609.518,28249.235,29021.354,29798.308,30928.031,31058.182,199764638.139,212329348.637,220617560.324,231896948.598,236197452.431
Est Inc.,40210282064,35035.763,35890.699,36403.121,37498.238,37154.454,3319.173,3428.107,3510.018,3576.476,3621.118,27759.203,28354.986,29202.819,30264.85,30320.178,197431164.891,207079339.452,216511585.254,226870837.264,231206544.77
Est Industries,28449116125,36848.4,37791.591,37881.762,38776.002,37486.486,3356.428,3478.145,3555.214,3606.148,3633.459,28996.581,29721.93,30350.533,31316.64,31068.505,201843757.67,213321583.842,221370991.996,230815995.854,231675669.555
Est LLC,37718833659,32662.078,33929.37,33780.04,35113.852,34734.342,3231.826,3351.322,3443.623,3507.288,3548.434,26482.062,27131.585,27660.658,28762.766,28922.146,179723896.868,190957108.398,197899541.422,208433466.904,211911247.979
Est Mauris Associates,85071946566,34862.249,35974.738,36381.341,37439.852,37207.608,3091.122,3195.387,3264.078,3317.259,3353.654,27477.226,28209.239,28961.172,30002.685,30120.491,185872641.64,195864655.03,204283486.762,213614326.962,217684690.129
Est Mauris PC,93351929638,32937.195,34295.613,34686.565,35986.141,35949.151,3455.665,3575.461,3662.887,3740.101,3779.009,26805.46,27567.351,28348.899,29420.849,29648.13,194508529.93,206803335.484,215270132.219,226374126.026,231045476.9
Est Mauris Rhoncus Corporation,22953464223,34832.989,35891.87,36310.131,37406.83,37054.47,3091.943,3201.619,3273.615,3327.849,3362.812,27653.802,28341.098,29108.971,30147.994,30156.325,182989189.493,193298172.055,201546343.29,210825853.986,214284780.293
Est Mollis Non Inc.,43188424684,34417.076,35419.473,35865.976,36942.557,36783.577,3119.53,3226.606,3299.234,3356.801,3390.889,27410.917,28038.452,28782.777,29828.398,29965.128,185487859.112,195694544.262,204259793.855,213840873.287,217493918.5
Est Nunc Consulting,89726005175,34604.679,35601.93,36059.59,37131.674,36880.287,3083.255,3189.592,3261.187,3316.075,3351.368,27450.33,28107.651,28869.909,29889.179,29973.874,183369496.934,193249133.986,201749116.081,210924079.418,214592158.659
Est Nunc Ullamcorper Institute,46007761675,33713.586,34841.868,35215.255,35989.435,35635.879,3069.126,3189.625,3271.387,3334.771,3378.175,26873.26,27568.97,28363.608,29290.558,29321.448,181696913.71,192423858.409,200624954.213,209478019.388,212998596.049
Est Tempor Bibendum Industries,84448198573,34154.793,34309.719,35335.157,35923.555,36575.847,4005.301,4213.34,4336.075,4436.637,4520.915,26895.28,27297.36,28039.98,29027.018,29476.545,243957755.741,252784164.146,270484017.035,278474819.674,292553655.876
Est Tempor Inc.,85574524327,34323.78,35342.39,35686.412,36822.013,36475.59,3022.43,3125.457,3197.098,3252.566,3287.012,27210.922,27850.975,28557.088,29605.938,29626.962,180314401.819,190049261.034,198167177.387,207450240.629,210985012.969
Est Tempor Institute,42590000698,35171.895,36282.479,36943.279,37865.014,37625.569,3056.74,3155.88,3228.949,3282.171,3313.517,27990.459,28697.8,29490.471,30417.762,30517.869,179865404.011,189362785.975,198157449.165,206681095.387,210269400.236
Est Vitae Ltd,18600250054,33497.039,35583.789,34472.047,37019.736,35120.386,2903.769,2956.028,3007.467,3036.58,3064.722,27534.567,28660.399,28415.306,30326.279,29556.716,157464931.588,165077600.441,168844619.675,178509774.138,176913492.729
Et Arcu LLC,77505747217,34024.67,34966.347,35528.746,36515.66,36231.92,2953.474,3056.902,3124.598,3177.86,3211.095,27073.379,27714.18,28534.152,29486.808,29537.889,174636970.474,183898609.457,192257099.827,200957959.242,204187043.233
Et Arcu Limited,11149063370,34246.686,35055.819,35729.665,37156.62,36770.241,2860.661,2972.601,3038.371,3090.984,3126.27,26738.374,27161.042,27841.08,28868.676,28623.819,188531071.147,199823005.273,206599283.038,216965193.118,218926519.213
Et Associates,29641342749,34506.396,35486.502,35996.797,36989.875,36857.885,3060.867,3167.906,3240.558,3295.054,3331.625,27345.524,27993.032,28785.769,29782.275,29913.317,182778128.616,192715541.911,201478191.442,210579363.557,214584228.791
Et Commodo At Incorporated,32827360566,31497.94,32490.462,32953.963,33999.958,33624.338,2690.927,2780.116,2848.928,2906.821,2944.07,25085.475,25774.924,26507.726,27487.738,27501.913,158693621.875,167500816.458,174704562.025,183740475.444,186669190.313
Et Commodo LLP,65265226392,34075.569,35227.943,35770.137,36748.342,36594.92,3008.453,3113.962,3184.666,3236.641,3272.238,26842.059,27491.617,28291.358,29232.753,29266.852,182617631.633,193353189.273,201400546.59,210790256.839,214762719.592
Et Consulting,57554365043,34317.241,35331.892,35770.984,36797.183,36550.931,3031.405,3134.991,3203.051,3254.718,3287.011,27239.611,27906.785,28665.576,29663.563,29719.39,180032430.749,189765530.248,197890658.137,206580307.094,210024961.347
Et Corp.,81917023918,34500.846,34945.825,36326.805,37325.733,36885.881,3449.806,3581.669,3654.261,3727.557,3775.415,28067.45,28511.349,29687.605,30717.693,30692.967,184943348.464,194861955.749,205659997.937,214860384.826,219321687.483
