name,merchant_abn,revenue_level,take_rate,industry_tags,MappedIndustry
Malesuada Augue PC,32451620193,a,5.92,furniture home furnishings equipment manufacturers except appliances,T
Libero LLP,32493270774,b,3.33,jewelry watch clock silverware,A
Hendrerit Foundation,32530636640,a,5.6,tent awning,X
Erat Semper Ltd,32551640842,a,6.59,motor vehicle new parts,H
Malesuada Vel Convallis Consulting,32560075533,a,6.11,digital goods books movies music,F
Dapibus Rutrum Foundation,32566134208,b,3.21,art dealers galleries,L
Tincidunt Dui Associates,32594843603,c,1.71,motor vehicle new parts,H
Feugiat Lorem Ipsum Industries,32598536052,a,5.68,florists nursery stock flowers,U
In Ornare Industries,32605756719,a,6.57,digital goods books movies music,F
Mauris Non Dui PC,32610248934,c,2.91,digital goods books movies music,F
Quis Massa Ltd,32619416776,a,5.89,books periodicals newspapers,G
Penatibus Et Industries,32623092639,a,5.9,gift card novelty souvenir,P
Enim Etiam Gravida PC,32656335530,b,3.92,gift card novelty souvenir,P
Tempor Est Foundation,32709545238,c,3.04,stationery office printing writing paper,D
Odio Auctor Corp.,32709729094,a,5.77,florists nursery stock flowers,U
Sed Industries,32727297124,b,3.86,furniture home furnishings equipment manufacturers except appliances,T
Auctor LLC,32749065279,a,5.69,digital goods books movies music,F
Nunc Sed Institute,32772607667,b,4.17,digital goods books movies music,F
Non Justo Proin Limited,32803063236,c,2.89,music musical instruments pianos sheet music,M
Id Nunc Interdum Corporation,32812230887,b,4.76,bicycle,Y
Mollis Phasellus Libero Inc.,32821775372,a,6.47,lawn garden supply outlets including nurseries,W
Dapibus Quam Quis Associates,32825608803,d,1.4,lawn garden supply outlets including nurseries,W
Et Commodo At Incorporated,32827360566,b,4.48,watch clock jewelry repair,V
Pellentesque Inc.,32842076466,a,5.72,florists nursery stock flowers,U
At Augue Id Associates,32844138686,c,1.89,computer programming data processing integrated systems design,C
Sed Pharetra Ltd,32873803804,c,2.27,art dealers galleries,L
Non Egestas LLP,32894483068,a,6.91,computers computer peripheral equipment software,J
Vel Nisl Incorporated,32897338221,a,6.2,gift card novelty souvenir,P
Nibh Consulting,32934378210,b,4.51,telecom,Q
Ante Ipsum LLC,32943566946,a,6.45,tent awning,X
Ligula Donec LLC,32946666313,a,5.83,computers computer peripheral equipment software,J
Convallis Est Industries,33026294208,b,3.39,lawn garden supply outlets including nurseries,W
Adipiscing Elit Etiam Incorporated,33032934489,c,2.15,lawn garden supply outlets including nurseries,W
Ipsum Leo Consulting,33043043175,c,1.73,hobby toy game,O
Curabitur Massa Consulting,33064796871,b,3.75,computer programming data processing integrated systems design,C
Suspendisse Dui Fusce LLC,33068332703,b,4.93,jewelry watch clock silverware,A
Aliquet Magna Incorporated,33070920679,b,4.61,lawn garden supply outlets including nurseries,W
Sem Eget Limited,33076003501,c,1.47,florists nursery stock flowers,U
Sed Nulla Ante Foundation,33084912594,d,0.62,bicycle,Y
Sapien Aenean Inc.,33087124172,c,1.77,bicycle,Y
Diam At PC,33099767595,a,5.8,shoe,B
Lectus LLP,33108281623,b,4.98,furniture home furnishings equipment manufacturers except appliances,T
Fermentum Convallis Ltd,33138327540,b,4.78,shoe,B
Mauris LLP,33150692829,b,4.47,bicycle,Y
Id Ante Associates,33163130598,a,5.64,books periodicals newspapers,G
Cras Lorem Lorem LLP,33223110337,b,4.73,artist supply craft,E
Quis Turpis Corp.,33226000026,e,0.48,tent awning,X
Felis Corporation,33233265647,b,3.81,books periodicals newspapers,G
Arcu Nunc Incorporated,33268824520,a,5.62,computer programming data processing integrated systems design,C
Nullam Lobortis Ltd,33296649772,c,1.8,shoe,B
Suspendisse Ac Company,33337260688,a,6.02,digital goods books movies music,F
Aliquam Arcu Ltd,33344911835,a,5.58,florists nursery stock flowers,U
Sem Ut Incorporated,33357097824,c,2.06,hobby toy game,O
Lacinia Orci Incorporated,33364563448,b,4.99,antique repairs restoration,R
Semper Institute,33388024878,b,4.27,gift card novelty souvenir,P
Mi LLC,33412969398,a,6.73,bicycle,Y
Dui Foundation,33437657911,c,1.91,gift card novelty souvenir,P
Vel Arcu Foundation,33495932835,b,4.69,furniture home furnishings equipment manufacturers except appliances,T
Ipsum Dolor PC,33581972361,b,5.09,equipment tool furniture appliance rent al leasing,S
Egestas Blandit Nam LLP,33587480673,b,3.26,furniture home furnishings equipment manufacturers except appliances,T
Nulla Semper LLC,33607911449,b,3.54,florists nursery stock flowers,U
Amet Lorem Ltd,33651513345,a,6.0,florists nursery stock flowers,U
Lacus Pede Corporation,33654290585,a,6.95,bicycle,Y
Nullam Suscipit Ltd,33754604709,b,3.25,bicycle,Y
Ut Nulla Associates,33765505000,c,1.58,tent awning,X
Suspendisse Non Leo LLP,33783846300,a,5.57,watch clock jewelry repair,V
Augue Malesuada Corporation,33784872304,b,3.24,equipment tool furniture appliance rent al leasing,S
Sed Consequat Corporation,33790986203,a,6.04,music musical instruments pianos sheet music,M
Quis Massa Limited,33806831488,a,6.33,computers computer peripheral equipment software,J
Quisque Industries,33846458525,a,5.91,lawn garden supply outlets including nurseries,W
Felis Purus Limited,33854504524,b,4.62,artist supply craft,E
Vel Pede LLC,33885350311,a,5.91,florists nursery stock flowers,U
Non Quam LLP,33925457242,c,1.75,health beauty spas,N
Commodo At Corp.,33967237843,b,4.17,bicycle,Y
Sit Amet Corp.,33969442512,b,3.89,bicycle,Y
Eu Nibh Vulputate Incorporated,33998551054,a,5.74,watch clock jewelry repair,V
Molestie Tellus Foundation,34020997841,a,5.84,shoe,B
Interdum Libero Dui Company,34048570533,a,6.57,computers computer peripheral equipment software,J
Tempor LLC,34059083860,a,5.61,books periodicals newspapers,G
Egestas Sed Inc.,34082818630,a,6.86,digital goods books movies music,F
Mauris Morbi Associates,34095207240,b,4.69,gift card novelty souvenir,P
Nullam Enim Ltd,34096466752,b,3.22,computers computer peripheral equipment software,J
Nec Ante Foundation,34172909925,b,4.75,motor vehicle new parts,H
Scelerisque Dui Foundation,34178940059,c,1.46,artist supply craft,E
Sodales At LLC,34179569263,b,4.72,music musical instruments pianos sheet music,M
Eget Ipsum Corp.,34190774918,a,6.5,health beauty spas,N
A Magna Associates,34205660775,a,6.3,antique repairs restoration,R
Mattis Semper Dui Foundation,34262348703,c,1.44,computer programming data processing integrated systems design,C
Mi Felis Adipiscing Corp.,34268093162,b,4.67,equipment tool furniture appliance rent al leasing,S
Ac Mattis Semper Corporation,34322206505,b,4.11,health beauty spas,N
Suspendisse Eleifend Consulting,34339412732,b,3.97,tent awning,X
Erat Associates,34365441985,a,6.26,computer programming data processing integrated systems design,C
Ridiculus Mus Corp.,34377873597,b,3.46,furniture home furnishings equipment manufacturers except appliances,T
Ut Pharetra Sed Inc.,34398628767,b,3.15,florists nursery stock flowers,U
Pharetra Nam Foundation,34402763739,b,4.2,shoe,B
Arcu Vivamus Sit Foundation,34430258507,c,1.58,motor vehicle new parts,H
Tellus Imperdiet LLP,34437937876,a,6.27,watch clock jewelry repair,V
Mauris Nulla Integer Industries,34440496342,c,2.85,opticians optical goods eyeglasses,I
Aliquam Associates,34444004774,a,6.01,stationery office printing writing paper,D
Ac Fermentum Company,34455283435,c,2.41,jewelry watch clock silverware,A
Tellus Eu Inc.,34459028045,a,6.05,stationery office printing writing paper,D
Dui Semper PC,34473591341,b,4.65,lawn garden supply outlets including nurseries,W
Laoreet Institute,34516414355,b,3.11,florists nursery stock flowers,U
Magna Praesent LLP,34530907184,a,6.61,music musical instruments pianos sheet music,M
Suspendisse Non LLC,34558201737,c,2.28,hobby toy game,O
Lorem LLP,34564250941,b,3.93,art dealers galleries,L
Non Bibendum Foundation,34568005237,c,2.16,florists nursery stock flowers,U
A Consulting,34591758600,c,1.88,computer programming data processing integrated systems design,C
Vivamus Nibh Company,34621449599,b,3.15,telecom,Q
Ultrices Vivamus Rhoncus Associates,34695415993,a,6.02,cable satellite pay television radio,K
Scelerisque Neque Sed Industries,34703763702,a,6.98,tent awning,X
Purus Mauris Associates,34726792617,a,5.94,gift card novelty souvenir,P
Odio Corporation,34744764368,a,5.68,digital goods books movies music,F
Gravida Molestie Institute,34768249497,c,1.57,opticians optical goods eyeglasses,I
Tellus Ltd,34775154874,c,2.46,furniture home furnishings equipment manufacturers except appliances,T
Dolor Egestas Rhoncus PC,34822634769,d,0.71,cable satellite pay television radio,K
Hendrerit A Ltd,34861537920,a,5.84,music musical instruments pianos sheet music,M
Arcu Sed Et Limited,34900312172,b,3.99,stationery office printing writing paper,D
Convallis Convallis Dolor Foundation,34904300711,c,2.57,music musical instruments pianos sheet music,M
Nunc Est LLP,34920839316,e,0.22,watch clock jewelry repair,V
Magna Lorem Ipsum Inc.,34922750917,c,2.18,health beauty spas,N
Sem Molestie Sodales Corporation,34940973001,c,2.29,lawn garden supply outlets including nurseries,W
Montes Nascetur Ridiculus Ltd,34973148717,a,5.52,motor vehicle new parts,H
Nec Imperdiet LLP,34978524408,b,4.77,florists nursery stock flowers,U
A Ultricies Foundation,34984654037,c,2.34,digital goods books movies music,F
Faucibus Corporation,35014882568,a,6.91,digital goods books movies music,F
Lacus PC,35016722348,a,6.09,tent awning,X
Dolor Vitae Limited,35040817462,a,6.55,computer programming data processing integrated systems design,C
A Auctor Non Institute,35071907475,b,3.91,bicycle,Y
Imperdiet Ullamcorper Industries,35079621278,b,5.06,equipment tool furniture appliance rent al leasing,S
Dictum Mi LLC,35144409275,a,6.17,health beauty spas,N
Risus Ltd,35176289951,c,2.8,computer programming data processing integrated systems design,C
Tortor Associates,35188460630,a,6.97,lawn garden supply outlets including nurseries,W
Orci Industries,35194643826,a,6.61,music musical instruments pianos sheet music,M
Pede Cras Industries,35195862809,c,2.87,digital goods books movies music,F
Euismod In Corp.,35223308778,b,4.19,books periodicals newspapers,G
Placerat Cras Foundation,35225211178,b,4.0,lawn garden supply outlets including nurseries,W
Gravida Sit Incorporated,35235320738,b,4.12,antique repairs restoration,R
Vitae Velit Egestas Industries,35246778333,b,4.94,books periodicals newspapers,G
Mauris Eu Turpis Limited,35253328405,b,3.92,motor vehicle new parts,H
Sed Dolor Limited,35260204943,c,1.43,art dealers galleries,L
Magna Ltd,35267193658,c,2.37,telecom,Q
Velit Foundation,35286003506,c,2.69,equipment tool furniture appliance rent al leasing,S
Tellus Lorem Incorporated,35318110910,a,6.21,digital goods books movies music,F
Quis Tristique Ac Inc.,35344855546,c,2.92,watch clock jewelry repair,V
Rhoncus Id Company,35367341543,a,6.4,gift card novelty souvenir,P
Egestas Corp.,35381098677,a,6.98,bicycle,Y
Augue Id Ante Corporation,35385390863,c,2.68,stationery office printing writing paper,D
Sollicitudin Orci Sem Incorporated,35387407637,a,5.83,artist supply craft,E
Orci Lobortis Limited,35388105918,b,4.99,music musical instruments pianos sheet music,M
Donec Corporation,35391497890,b,3.48,health beauty spas,N
Arcu Eu Odio Limited,35393810060,b,4.52,books periodicals newspapers,G
Eu Sem Pellentesque Limited,35424691626,b,3.9,computers computer peripheral equipment software,J
Orci Lacus Vestibulum Institute,35475436187,c,1.46,shoe,B
Felis Purus PC,35480690241,a,6.73,furniture home furnishings equipment manufacturers except appliances,T
Semper Cursus Integer Limited,35556933338,a,6.87,digital goods books movies music,F
Tempus Mauris Ltd,35575706403,b,3.46,antique repairs restoration,R
Morbi PC,35578320747,b,3.53,computers computer peripheral equipment software,J
Tincidunt Congue Turpis Inc.,35615649088,b,4.85,equipment tool furniture appliance rent al leasing,S
Porttitor Inc.,35620324777,c,1.92,lawn garden supply outlets including nurseries,W
Natoque Penatibus Industries,35632109137,c,2.15,watch clock jewelry repair,V
Eget Institute,35661290048,b,3.75,artist supply craft,E
Erat Eget PC,35664226523,a,6.4,florists nursery stock flowers,U
Odio Etiam Limited,35679080538,b,4.28,shoe,B
Nisi Magna Sed LLC,35713332328,b,4.74,shoe,B
Arcu Ac Limited,35733444320,b,3.41,watch clock jewelry repair,V
Ante Dictum Incorporated,35754571357,b,4.39,telecom,Q
Tristique Neque Venenatis Associates,35755909141,b,4.16,furniture home furnishings equipment manufacturers except appliances,T
Arcu Et Pede Limited,35769589414,c,1.63,equipment tool furniture appliance rent al leasing,S
Blandit LLC,35787272183,a,6.5,art dealers galleries,L
Venenatis Vel LLC,35790530993,b,3.4,opticians optical goods eyeglasses,I
Euismod In LLC,35809331583,a,6.95,furniture home furnishings equipment manufacturers except appliances,T
Orci Institute,35813492759,a,5.66,opticians optical goods eyeglasses,I
Tellus Justo Institute,35883675055,c,2.3,music musical instruments pianos sheet music,M
Auctor Non Feugiat Corporation,35906534450,a,5.74,music musical instruments pianos sheet music,M
Arcu Sed Eu Incorporated,35909341340,b,4.8,computer programming data processing integrated systems design,C
Semper Nam Tempor Limited,35911782646,b,3.71,telecom,Q
Ac Orci Ut Industries,35927874515,a,5.85,shoe,B
Pede Nunc Sed Incorporated,35979239098,a,6.81,bicycle,Y
Massa Lobortis Incorporated,35990744747,b,3.21,florists nursery stock flowers,U
Orci Consectetuer Corporation,36002228596,b,3.63,artist supply craft,E
Tristique LLC,36066395091,a,5.56,florists nursery stock flowers,U
Amet Diam Company,36105169298,a,6.63,bicycle,Y
Velit Eget Institute,36105696102,c,1.55,jewelry watch clock silverware,A
Sed Nec Corp.,36125151647,c,1.83,hobby toy game,O
Nec Mollis Vitae LLP,36139372130,a,5.77,hobby toy game,O
Leo Elementum Sem Associates,36196225600,b,4.93,artist supply craft,E
Curabitur Massa PC,36235884040,a,6.13,computers computer peripheral equipment software,J
Ac LLC,36291259608,b,3.17,computers computer peripheral equipment software,J
Ligula Aenean Associates,36300724008,a,6.7,equipment tool furniture appliance rent al leasing,S
Integer Id Incorporated,36307655284,a,5.54,artist supply craft,E
Amet Diam Ltd,36325756075,b,3.62,computers computer peripheral equipment software,J
Suspendisse Sed Institute,36413911362,b,4.84,opticians optical goods eyeglasses,I
Dui Cras Pellentesque Corporation,36436872469,a,5.81,bicycle,Y
Phasellus Fermentum Corporation,36461610866,b,3.17,telecom,Q
Lacinia Orci Consectetuer Company,36479085063,c,1.47,shoe,B
Metus Aliquam Industries,36494504426,b,3.46,hobby toy game,O
Et Ultrices Posuere Corp.,36502394145,c,1.9,jewelry watch clock silverware,A
Nunc Quis LLC,36555094223,a,6.82,florists nursery stock flowers,U
Euismod Est Arcu Inc.,36595568885,b,3.12,hobby toy game,O
Feugiat Lorem Incorporated,36607451384,b,3.51,health beauty spas,N
Sagittis Augue Incorporated,36628336616,b,3.21,art dealers galleries,L
Curabitur Associates,36662964956,a,5.5,stationery office printing writing paper,D
Iaculis Institute,36679017165,a,6.84,music musical instruments pianos sheet music,M
Aliquam Nisl Nulla Corporation,36688095621,a,5.98,lawn garden supply outlets including nurseries,W
Sed Facilisis Inc.,36747959917,c,1.85,bicycle,Y
Pellentesque Ut Ipsum Institute,36758807067,e,0.38,watch clock jewelry repair,V
Imperdiet Non Limited,36800144612,a,6.84,music musical instruments pianos sheet music,M
A Felis Ullamcorper Corporation,36800720158,a,6.04,florists nursery stock flowers,U
Eu Euismod Industries,36861014911,c,2.04,gift card novelty souvenir,P
Tellus Corp.,36866208934,b,3.43,computer programming data processing integrated systems design,C
Ut Quam Vel LLP,36874828466,c,2.93,artist supply craft,E
In Cursus Corp.,36961482719,b,4.68,telecom,Q
Ipsum Nunc Foundation,37023533442,c,2.19,tent awning,X
Pellentesque Tincidunt Ltd,37069107801,a,6.15,bicycle,Y
Quis Pede Associates,37097551567,c,2.71,motor vehicle new parts,H
Nullam Scelerisque Ltd,37106509177,a,6.54,art dealers galleries,L
Eu Industries,37176176705,a,6.12,music musical instruments pianos sheet music,M
